generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,1.216796875,kl,,22.359375,23.125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,111.36261703446507,14280.6416015625
2,1.11328125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,124.44470793753862,14280.6416015625
3,1.0810546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":9,""quantization"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,137.3620736617595,14280.6416015625
4,1.080078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":11,""quantization"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,149.06978949345648,14280.6416015625
5,1.0302734375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,161.87801726162434,14280.6416015625
6,1.029296875,kl,,17.015625,16.234375,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,236.77041086927056,14280.6416015625
7,1.0263671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":9,""quantization"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,249.71179722063243,14280.6416015625
8,0.9150390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,262.2965375650674,14280.6416015625
9,0.9150390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,275.13892250321805,14280.6416015625
10,0.9150390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,287.5105315130204,14280.6416015625
